week,QNFI
2025-05-23,0.4141120385045898
2025-05-30,0.3806901153346982
2025-06-06,0.36263570049573796
2025-06-13,0.45989956224887957
2025-06-20,0.5124100709759352
2025-06-27,0.475706820201398
2025-07-04,0.4181089622365965
2025-07-11,0.5297274000653629
2025-07-18,0.5405859259061255
2025-07-25,0.576595174010978
2025-08-01,0.5599513743410844
2025-08-08,0.6207040686773415
2025-08-15,0.5782246036681857
